,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
4914,A19900703_2100_00000000000000000238,1990-07-03 21:00:00,10000941,21,MOBERLY CORRECTIONAL CENTER,1990,98136.18,0.0201849,34.79000000000002,107.55777950218874,54.48737180784272,Danger,1990-07-03,89.42981671291793
13274,A19900827_2100_000000000000000005ba,1990-08-27 21:00:00,10000942,21,TIPTON CORRECTIONAL CENTER,1990,98395.03,0.0195407,34.82000000000005,106.5008989331928,52.88397364850079,Danger,1990-08-27,90.15311971484729
5083,A19900704_2100_0000000000000000034d,1990-07-04 21:00:00,10000976,21,LORAIN CORRECTIONAL INSTITUTION,1990,98367.34,0.0205087,33.07000000000005,104.13950124141198,61.03693011948166,Danger,1990-07-04,80.76424308744986
5101,A19900704_2100_00000000000000000324,1990-07-04 21:00:00,10000978,21,NORTHEAST OHIO CORRECTIONAL CENTER,1990,97496.94,0.0204675,31.760000000000048,100.48286827826372,65.01638511484443,Extreme Caution,1990-07-04,79.1662537745841
5098,A19900704_2100_0000000000000000011f,1990-07-04 21:00:00,10000980,21,NORTH CENTRAL CORRECTIONAL COMPLEX,1990,97962.22,0.0204195,32.97000000000003,103.5628352069774,60.87575210458065,Danger,1990-07-04,81.2757808575717
5099,A19900704_2100_0000000000000000027c,1990-07-04 21:00:00,10000981,21,NORTH CENTRAL CORRECTIONAL COMPLEX CAMP,1990,97962.22,0.0204195,32.97000000000003,103.5628352069774,60.87575210458065,Danger,1990-07-04,81.2757808575717
5085,A19900704_2100_0000000000000000038b,1990-07-04 21:00:00,10000982,21,MADISON CORRECTIONAL INSTITUTION,1990,97769.58,0.0209319,31.860000000000014,101.66251458280276,66.2243641706224,Extreme Caution,1990-07-04,81.67207162603577
5117,A19900704_2100_00000000000000000149,1990-07-04 21:00:00,10000983,21,SOUTHEASTERN CORRECTIONAL COMPLEX - LANCASTER,1990,97971.18,0.0203567,31.46000000000004,99.71676926356405,66.11356202086523,Extreme Caution,1990-07-04,81.9956203624678
5066,A19900704_2100_00000000000000000325,1990-07-04 21:00:00,10000984,21,DAYTON CORRECTIONAL INSTITUTION,1990,98490.22,0.0217027,32.33000000000004,104.62117676507464,67.22562987579563,Danger,1990-07-04,83.65774030308553
4910,A19900703_2100_00000000000000000370,1990-07-03 21:00:00,10000988,21,MCNAUGHTON CORRECTIONAL CENTER,1990,94572.02,0.0206565,30.640000000000043,96.88488124463623,67.80906063558876,Extreme Caution,1990-07-03,73.5482543136363
4854,A19900703_2100_0000000000000000010d,1990-07-03 21:00:00,10000990,21,CHIPPEWA VALLEY CORRECTIONAL TREATMENT FACILITY,1990,96915.7,0.0227989,32.96000000000004,107.67771560994926,66.88702577690027,Danger,1990-07-03,79.85212498839773
4949,A19900703_2100_000000000000000002c0,1990-07-03 21:00:00,10000991,21,ST. CROIX CORRECTIONAL CENTER,1990,96621.94,0.0217561,34.31,108.81864093356668,59.155918443183545,Danger,1990-07-03,80.03997736424381
13206,A19900827_2100_00000000000000000342,1990-08-27 21:00:00,10000992,21,GREEN BAY CORRECTIONAL INSTITUTION,1990,98735.51,0.0217043,33.26000000000005,107.11322291685624,63.95966375190988,Danger,1990-08-27,77.82653775994189
13238,A19900827_2100_0000000000000000021a,1990-08-27 21:00:00,10000993,21,NEW LISBON CORRECTIONAL INSTITUTION,1990,97844.63,0.0215151,33.43000000000001,106.74425925072616,62.263010669821725,Danger,1990-08-27,80.69187772207587
13194,A19900827_2100_0000000000000000023a,1990-08-27 21:00:00,10000994,21,FCI OXFORD,1990,97458.71,0.0208343,33.19,104.66537899106063,60.97142282248426,Danger,1990-08-27,79.82678131175463
13257,A19900827_2100_0000000000000000021f,1990-08-27 21:00:00,10000995,21,REDGRANITE CORRECTIONAL INSTITUTION,1990,98058.39,0.0213543,33.24000000000001,106.05226090587676,62.62097550603244,Danger,1990-08-27,79.435530021163
13214,A19900827_2100_00000000000000000343,1990-08-27 21:00:00,10000998,21,KETTLE MORAINE CORRECTIONAL INSTITUTION,1990,97442.71,0.0212615,32.450000000000045,103.6253618203636,64.78906214856163,Danger,1990-08-27,77.31669855039125
13177,A19900827_2100_00000000000000000208,1990-08-27 21:00:00,10000999,21,COLUMBIA CORRECTIONAL INSTITUTION,1990,98222.87,0.0210283,33.59000000000003,106.34962516508048,60.61735074670751,Danger,1990-08-27,80.79726156449964
13167,A19900827_1800_00000000000000000356,1990-08-27 18:00:00,10001000,18,WAUPUN CORRECTIONAL INSTITUTION,1990,98070.37,0.0220755,32.24000000000001,104.91933800400678,68.37316641380731,Danger,1990-08-27,79.20894424896046
13150,A19900827_1800_00000000000000000341,1990-08-27 18:00:00,10001001,18,FOX LAKE CORRECTIONAL INSTITUTION,1990,98060.13,0.0219271,32.29000000000002,104.75690175570908,67.73960945330117,Danger,1990-08-27,79.91051404264974
4937,A19900703_2100_00000000000000000351,1990-07-03 21:00:00,10001002,21,PRAIRIE DU CHIEN CORRECTIONAL INSTITUTION,1990,97699.06,0.0230121,33.52000000000004,109.97036607421164,65.9180390355696,Danger,1990-07-03,83.34637217439456
5104,A19900704_2100_00000000000000000344,1990-07-04 21:00:00,10001003,21,OAKHILL CORRECTIONAL INSTITUTION,1990,97492.46,0.0201991,33.44,104.0995309489374,58.40135686829764,Danger,1990-07-04,80.92235983456082
5109,A19900704_2100_00000000000000000218,1990-07-04 21:00:00,10001004,21,OREGON CORRECTIONAL CENTER,1990,97492.46,0.0201991,33.44,104.0995309489374,58.40135686829764,Danger,1990-07-04,80.92235983456082
5047,A19900704_1800_00000000000000000213,1990-07-04 18:00:00,10001005,18,THOMPSON CORRECTIONAL CENTER,1990,97868.46,0.0209859,33.21000000000004,105.17879531912403,61.580997175822574,Danger,1990-07-04,80.93752281264621
5093,A19900704_2100_0000000000000000021b,1990-07-04 21:00:00,10001007,21,MILWAUKEE SECURE DETENTION FACILITY,1990,98579.18,0.0199187,33.74000000000001,104.7300487428216,57.30265211539533,Danger,1990-07-04,77.84452537876287
5070,A19900704_2100_0000000000000000035b,1990-07-04 21:00:00,10001008,21,FELMERS O. CHANEY CORRECTIONAL CENTER,1990,98579.18,0.0199187,33.74000000000001,104.7300487428216,57.30265211539533,Danger,1990-07-04,77.84452537876287
5090,A19900704_2100_00000000000000000219,1990-07-04 21:00:00,10001009,21,MARSHALL E. SHERRER CORRECTIONAL CENTER,1990,98579.18,0.0199187,33.74000000000001,104.7300487428216,57.30265211539533,Danger,1990-07-04,77.84452537876287
4796,A19900702_2100_0000000000000000064c,1990-07-02 21:00:00,10001118,21,RAPID CITY COMMUNITY WORK CENTER,1990,89155.46,0.0081606,41.46000000000004,103.27776281394353,14.370088296959056,Danger,1990-07-02,85.36211360515986
4740,A19900702_2100_0000000000000000064d,1990-07-02 21:00:00,10001121,21,G NORTON JAMESON ANNEX,1990,95575.94,0.0190754,35.400000000000034,105.93393298009153,48.6170217462652,Danger,1990-07-02,87.11525907352996
4804,A19900702_2100_0000000000000000064a,1990-07-02 21:00:00,10001123,21,SOUTH DAKOTA STATE PENITENTIARY,1990,95575.94,0.0190754,35.400000000000034,105.93393298009153,48.6170217462652,Danger,1990-07-02,87.11525907352996
4735,A19900702_2100_000000000000000002fb,1990-07-02 21:00:00,10001125,21,FPC YANKTON,1990,95870.34,0.017537,38.59000000000003,110.73813509773902,37.80857234967433,Danger,1990-07-02,90.11085528421529
4831,A19900702_2100_0000000000000000057e,1990-07-02 21:00:00,10001126,21,YANKTON COMMUNITY WORK CENTER,1990,95870.34,0.017537,38.59000000000003,110.73813509773902,37.80857234967433,Danger,1990-07-02,90.11085528421529
4766,A19900702_2100_0000000000000000064b,1990-07-02 21:00:00,10001128,21,MIKE DURFEE STATE PRISON,1990,95795.46,0.0139994,42.49000000000001,113.63633873109296,24.718869685738568,Danger,1990-07-02,91.13736647915775
4763,A19900702_2100_000000000000000005b9,1990-07-02 21:00:00,10001606,21,MARYVILLE TREATMENT CENTER,1990,97241.86,0.0200454,35.450000000000045,108.48074258942438,51.71176027654843,Danger,1990-07-02,89.61997273374584
4720,A19900702_2100_000000000000000005b4,1990-07-02 21:00:00,10001608,21,CROSSROADS CORRECTIONAL CENTER,1990,97602.82,0.019693,34.83000000000004,106.49737881308096,52.8177638618526,Danger,1990-07-02,89.6430049006168
