,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
5423,A19900705_1800_00000000000000000559,1990-07-05 18:00:00,10000699,18,HOWARD R YOUNG CORRECTIONAL INSTITUTION,1990,100770.64,0.021139300390625,33.74000000000001,108.10072408745845,61.97849811667972,Danger,1990-07-05,84.74949420935727
5438,A19900705_1800_0000000000000000055d,1990-07-05 18:00:00,10000701,18,PLUMMER COMMUNITY CORRECTIONS CENTER,1990,99950.8,0.020260500390625,33.35000000000002,105.00361928809036,60.35056011676211,Danger,1990-07-05,83.18271437536654
5517,A19900705_2100_00000000000000000558,1990-07-05 21:00:00,10000704,21,MORRIS COMMUNITY CORRECTIONS CENTER,1990,100652.58,0.0201735,32.51000000000005,103.05799870077544,63.45461642414979,Danger,1990-07-05,81.99175633250195
5552,A19900705_2100_0000000000000000055b,1990-07-05 21:00:00,10000706,21,SUSSEX COMMUNITY CORRECTIONS CENTER,1990,100644.9,0.0205007,31.970000000000027,102.31454697757198,66.42358993534843,Extreme Caution,1990-07-05,81.75941506304854
5553,A19900705_2100_0000000000000000055c,1990-07-05 21:00:00,10000707,21,SUSSEX CORRECTIONAL INSTITUTION,1990,100644.9,0.0205007,31.970000000000027,102.31454697757198,66.42358993534843,Extreme Caution,1990-07-05,81.75941506304854
5414,A19900705_1800_000000000000000000b8,1990-07-05 18:00:00,10000917,18,CHESAPEAKE DETENTION FACILITY,1990,100536.4,0.019914900390625,33.56,105.07984765007696,59.02120475586495,Danger,1990-07-05,84.56644506299592
5433,A19900705_1800_000000000000000000f0,1990-07-05 18:00:00,10000918,18,"MD RECEPTION, DIAGNOSTIC AND CLASSIFICATION CENTER",1990,100536.4,0.019914900390625,33.56,105.07984765007696,59.02120475586495,Danger,1990-07-05,84.56644506299592
5425,A19900705_1800_000000000000000000dd,1990-07-05 18:00:00,10000919,18,JESSUP CORRECTIONAL INSTITUTION,1990,100000.72,0.019913300390625,33.610000000000014,104.97996930556718,58.53816855234676,Danger,1990-07-05,84.61714699838218
2163,A19900614_2100_00000000000000000607,1990-06-14 21:00:00,10001016,21,JAMES CRABTREE CORRECTIONAL CENTER,1990,96059.95,0.0171262,38.170000000000016,109.13169160420604,37.88479689026236,Danger,1990-06-14,97.91551813421167
4019,A19900626_2100_00000000000000000610,1990-06-26 21:00:00,10001017,21,CIMARRON CORRECTIONAL FACILITY,1990,97998.2,0.0206013,35.170039062499995,109.2232294098584,54.31981746703448,Danger,1990-06-26,96.74193801547118
6289,A19900710_1800_000000000000000000e9,1990-07-10 18:00:00,10001021,18,TYRRELL PRISON WORK FARM,1990,101639.73,0.018871,33.670000000000016,103.76171899845303,56.33997907682403,Danger,1990-07-10,88.35353657000107
