,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
4811,A19900629_2100_00000000000000000534,1990-06-29 21:00:00,10000554,21,STERLING CORRECTIONAL FACILITY,1990,87325.32,0.0076475,40.400000000000034,100.82219267078388,13.972452499755311,Extreme Caution,1990-06-29,86.39501796204391
4806,A19900629_2100_00000000000000000592,1990-06-29 21:00:00,10000557,21,RIFLE CORRECTIONAL CENTER,1990,77668.36,0.0035939,31.79000000000002,85.27694088953201,9.474784666730333,Caution,1990-06-29,76.70350942173017
4767,A19900629_2100_0000000000000000049d,1990-06-29 21:00:00,10000560,21,DENVER RECEPTION AND DIAGNOSTIC CENTER,1990,83779.72,0.0043683,38.650000000000034,95.93350199590144,8.481957102719692,Extreme Caution,1990-06-29,84.18030586042526
4768,A19900629_2100_0000000000000000058c,1990-06-29 21:00:00,10000561,21,DENVER WOMENS CORRECTIONAL FACILITY,1990,83779.72,0.0043683,38.650000000000034,95.93350199590144,8.481957102719692,Extreme Caution,1990-06-29,84.18030586042526
4759,A19900629_2100_0000000000000000058f,1990-06-29 21:00:00,10000563,21,COLORADO CORRECTIONAL CENTER,1990,81194.12,0.0046987,35.07000000000005,90.35149974981172,10.744602675232462,Caution,1990-06-29,79.91650726682815
4796,A19900629_2100_000000000000000001bc,1990-06-29 21:00:00,10000565,21,KIT CARSON CORRECTIONAL FACILITY,1990,87504.52,0.0087591,40.10000000000002,101.2019553296254,16.248925515282203,Extreme Caution,1990-06-29,87.40359592892483
4798,A19900629_2100_0000000000000000058d,1990-06-29 21:00:00,10000567,21,LIMON CORRECTIONAL FACILITY,1990,83326.6,0.0053335,38.02000000000004,95.27979062115098,10.630767335502526,Extreme Caution,1990-06-29,82.79956411739441
4766,A19900629_2100_00000000000000000590,1990-06-29 21:00:00,10000569,21,DELTA CORRECTIONAL CENTER,1990,83633.16,0.0038711,37.54000000000002,94.08405267976684,7.97887201140743,Extreme Caution,1990-06-29,85.46727632432298
4746,A19900629_2100_0000000000000000052e,1990-06-29 21:00:00,10000573,21,BUENA VISTA CORRECTIONAL FACILITY,1990,74770.44,0.0052159,28.82000000000005,81.04396211595954,15.629760940918128,Caution,1990-06-29,70.12195954067741
4810,A19900629_2100_00000000000000000594,1990-06-29 21:00:00,10000575,21,SKYLINE CORRECTIONAL CENTER,1990,83163.4,0.0058895,36.89000000000004,93.6240543147067,12.441644133356998,Extreme Caution,1990-06-29,82.84321137232433
4787,A19900629_2100_0000000000000000052f,1990-06-29 21:00:00,10000576,21,FREMONT CORRECTIONAL FACILITY,1990,83163.4,0.0058895,36.89000000000004,93.6240543147067,12.441644133356998,Extreme Caution,1990-06-29,82.84321137232433
4786,A19900629_2100_00000000000000000591,1990-06-29 21:00:00,10000577,21,FOUR MILE CORRECTIONAL CENTER,1990,83163.4,0.0058895,36.89000000000004,93.6240543147067,12.441644133356998,Extreme Caution,1990-06-29,82.84321137232433
4761,A19900629_2100_000000000000000004a0,1990-06-29 21:00:00,10000578,21,COLORADO TERRITORIAL CORRECTIONAL FACILITY,1990,83163.4,0.0058895,36.89000000000004,93.6240543147067,12.441644133356998,Extreme Caution,1990-06-29,82.84321137232433
4815,A19900629_2100_000000000000000002b4,1990-06-29 21:00:00,10000579,21,USP FLORENCE ADMAX,1990,83204.36,0.0061187,37.60000000000002,94.8971247932452,12.433791487483855,Extreme Caution,1990-06-29,83.68562823865476
4776,A19900629_2100_0000000000000000028e,1990-06-29 21:00:00,10000580,21,FCI FLORENCE,1990,83204.36,0.0061187,37.60000000000002,94.8971247932452,12.433791487483855,Extreme Caution,1990-06-29,83.68562823865476
4816,A19900629_2100_000000000000000002b5,1990-06-29 21:00:00,10000581,21,USP FLORENCE HIGH,1990,83204.36,0.0061187,37.60000000000002,94.8971247932452,12.433791487483855,Extreme Caution,1990-06-29,83.68562823865476
4777,A19900629_2100_000000000000000002c4,1990-06-29 21:00:00,10000582,21,FCI FLORENCE CAMP,1990,83204.36,0.0061187,37.60000000000002,94.8971247932452,12.433791487483855,Extreme Caution,1990-06-29,83.68562823865476
4763,A19900629_2100_00000000000000000598,1990-06-29 21:00:00,10000585,21,CROWLEY COUNTY CORRECTIONAL FACILITY,1990,86217.48,0.0063367,40.60000000000002,100.14229185131076,11.347530855859809,Extreme Caution,1990-06-29,88.37900991927636
4797,A19900629_2100_00000000000000000593,1990-06-29 21:00:00,10000586,21,LA VISTA CORRECTIONAL FACILITY,1990,84771.08,0.0063655,39.19,97.74163938709738,12.085323455866709,Extreme Caution,1990-06-29,86.15999900192632
4809,A19900629_2100_00000000000000000532,1990-06-29 21:00:00,10000587,21,SAN CARLOS CORRECTIONAL FACILITY,1990,84771.08,0.0063655,39.19,97.74163938709738,12.085323455866709,Extreme Caution,1990-06-29,86.15999900192632
