,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
3723,A19900705_1800_00000000000000000536,1990-07-05 18:00:00,10000004,18,FCI MORGANTOWN,1990,96522.32,0.019816900390625,29.950000000000045,94.51567313127138,69.21752764502992,Extreme Caution,1990-07-05,79.14165223432384
3742,A19900705_1800_00000000000000000561,1990-07-05 18:00:00,10000006,18,USP HAZELTON,1990,94586.96,0.018945300390625,28.56,89.34441539788355,70.42084111373893,Caution,1990-07-05,75.60870505207069
4212,A19900709_1800_00000000000000000395,1990-07-09 18:00:00,10000013,18,ST MARY'S CORRECTIONAL CENTER,1990,98623.2,0.0213171,31.77000000000004,102.48739421995948,68.31489875686091,Extreme Caution,1990-07-09,82.88044969172512
3739,A19900705_1800_00000000000000000392,1990-07-05 18:00:00,10000014,18,PRUNTYTOWN CORRECTIONAL CENTER,1990,96995.28,0.020215300390625,30.420000000000016,96.4735835451118,68.9988928078719,Extreme Caution,1990-07-05,80.47059083333983
4166,A19900709_1800_00000000000000000564,1990-07-09 18:00:00,10000023,18,FCI GILMER,1990,98312.8,0.0212867,31.129999999999995,100.60540283562402,70.52798561895382,Extreme Caution,1990-07-09,83.01050008723037
4185,A19900709_1800_00000000000000000121,1990-07-09 18:00:00,10000025,18,LAKIN CORRECTIONAL CENTER,1990,99279.2,0.0212883,32.85000000000002,105.49400161188817,64.61574139012347,Danger,1990-07-09,85.08877411587558
3714,A19900705_1800_0000000000000000056d,1990-07-05 18:00:00,10000028,18,DENMAR CORRECTIONAL CENTER,1990,92856.4,0.018052900390625,28.21000000000004,87.28014755636994,67.3797720262847,Caution,1990-07-05,75.67115121551568
4232,A19900709_2100_00000000000000000563,1990-07-09 21:00:00,10000043,21,FCI BECKLEY,1990,93787.91,0.0183921,28.27000000000004,87.90439607095976,69.03438154186975,Caution,1990-07-09,77.018684395698
4233,A19900709_2100_00000000000000000537,1990-07-09 21:00:00,10000044,21,FCI BECKLEY CAMP,1990,93787.91,0.0183921,28.27000000000004,87.90439607095976,69.03438154186975,Caution,1990-07-09,77.018684395698
4396,A19900711_1800_0000000000000000063b,1990-07-11 18:00:00,10000098,18,ALLENDALE CORRECTIONAL INSTITUTION,1990,101075.55,0.0140864,39.34000000000003,108.12839392770884,31.017410081909496,Danger,1990-07-11,96.39103548172058
