,system:index,DateTime,FACILITYID,Hour,NAME,Year,pressure,specific_humidity,temperature (Celsius),max_heat_index,relative_humidity,heat_index_risk_level,Date,avg_heat_index
2682,A19900712_2100_00000000000000000011,1990-07-12 21:00:00,10000257,21,DEER RIDGE CORRECTIONAL INSTITUTION,1990,93243.84,0.0099316,35.450000000000045,93.8431551240438,25.199069299364,Extreme Caution,1990-07-12,78.16192186792455
3214,A19900721_2100_0000000000000000026a,1990-07-21 21:00:00,10000987,21,CLALLAM BAY CORRECTIONS CENTER,1990,98399.83,0.008613,29.090000000000032,82.66760781253721,33.14922298129253,Caution,1990-07-21,68.57601836007464
1754,A19900628_2100_00000000000000000256,1990-06-28 21:00:00,10001243,21,NORTHEAST NEW MEXICO DETENTION FACILITY,1990,85150.55,0.0055544,40.06,98.73065494721412,10.130958513778891,Extreme Caution,1990-06-28,86.93234737266918
1834,A19900629_2100_00000000000000000287,1990-06-29 21:00:00,10001244,21,WESTERN NM CORRECTIONAL FACILITY,1990,79523.08,0.0048107,33.420000000000016,87.75599076446696,11.808303955366174,Caution,1990-06-29,79.72919370537325
1751,A19900628_2100_0000000000000000017b,1990-06-28 21:00:00,10001246,21,GUADALUPE COUNTY CORRECTIONAL FACILITY,1990,85263.83,0.00554,39.24000000000001,97.40419003520094,10.57318150698419,Extreme Caution,1990-06-28,87.31050864608669
1594,A19900625_2100_00000000000000000175,1990-06-25 21:00:00,10001249,21,ROSWELL CORRECTIONAL CENTER,1990,88527.61,0.0047689,42.360000000000014,101.91197808406082,8.021275602827576,Extreme Caution,1990-06-25,91.93035472355568
2683,A19900712_2100_00000000000000000617,1990-07-12 21:00:00,10001294,21,EASTERN OREGON CORRECTIONAL INSTITUTION,1990,96570.56,0.0080624,41.05000000000001,103.08570727667431,15.719707595612135,Danger,1990-07-12,84.38749046524048
2686,A19900712_2100_0000000000000000061f,1990-07-12 21:00:00,10001295,21,TWO RIVERS CORRECTIONAL INSTITUTION,1990,99136.32,0.0076592,43.38,107.03672217606554,13.574642647140095,Danger,1990-07-12,87.82148348395599
2630,A19900712_0000_00000000000000000615,1990-07-12 00:00:00,10001298,0,COFFEE CREEK CORRECTIONAL FACILITY,1990,100397.91,0.0172039,31.850000000000023,96.29484686893844,56.44496693854245,Extreme Caution,1990-07-12,77.05915384957224
2632,A19900712_0000_000000000000000000b6,1990-07-12 00:00:00,10001301,0,FCI SHERIDAN,1990,99779.03,0.0165251,31.65000000000004,94.68305551888672,54.59096886161863,Extreme Caution,1990-07-12,75.46457668382955
